name,description
גוסטב Krukenberg,גוסטב Krukenberg ( 8 מרס 1888 - 23 אוקטובר 1980 ) היה ריגאדפיהרר שלחטיבת קרל הגדול שלהוואפן אס האסומפקד נוסף של שרידיוואס חטיבת Nordland במהלך הקרב על ברליןבאפריל 1945.
גוסטב Lindenthal,גוסטב Lindenthal ( 21 מאי 1850 - 31 יולי 
גוסטב Machatý,גוסטב Machatý ( 9 מאי 1901 - 14 דצמבר 1963) היההבמאי צ'כי קולנוע
גוסטב מ.י.,גוסטב אדולף פיודור וילהלם לודוויג מ.י. ( 29 ספטמבר 1869 - 13 פברואר 1957) היה פיזיקאי גרמני.
גוסטב נכטיגל,גוסטב נכטיגל ( 23 פבואר 1834 - 20 אפריל 1885) היהחוקר גרמני של המרכז ומערב אפריקה. 
גוסטב אוטו,גוסטב אוטו ( 12 ינואר 1883 - 28 פברואר 1926) היהמטוס גרמני ומעצב מנועי מטוסים ויצרן . 
גוסטב רוז, 
גוסטב Schickedanz,גוסטב אברהם Schickedanz (1 בינואר 1895-1828 מרס 1977) היהיזם גרמני . 
גוסטב Wied,גוסטב יוהנס Wied ( 6 מרס 1858 - 24 אוקטובר 1914 ) היה סופר דני. 
גוסטב פון Alvensleben,גוסטב פון Alvensleben ( 30 ספטמבר 1803 - 30 יוני 1881) היהדר הכללי הפרוסי Infanterie .
גוסטב פון Vaerst,גוסטב פריץ יוליוס פון Vaerst (19 באפריל 1894-1810 1975 אוקטובר) היהדר הכללי גרמני Panzertruppe במהלך מלחמת העולם השנייה . 
גוסטב - Auguste Ferrie,גוסטב - Auguste Ferrie ( 19 נובמבר 1868 - 16 פבואר 1932 ) היה חלוץ רדיו צרפתיוגנרל בצבא .
גוסטב דאלאדיה,Capitaine גוסטב Victorin דאלאדיה הייתהעף אס מלחמת העולם הראשון זוכה עם עשרה נצחונות אוויריים.
גוסטבו דוראן,גוסטבו דוראן מרטינז (1906-1969) היה מלחין ספרדי
Gusti הובר,אוגוסט \ Gusti \ הובר ( 27 יולי 1914 - 12 יולי 
Gusti וולף,גוסטי וולף ( 11 אפריל 1912 - 5 במאי 2007) היהשלב אוסטרי
Gusztáv גראץ,Gusztáv גראץ (30 במרץ 1875
גיטו פרייס,גיטו Dafydd פרייס הואנגן גיטרה בס בלהקת בעלי חיים פרוותי סופר . 
חוס Kuijer,חוס Kuijer (1 באוגוסט 1942) הוא סופר הולנדי. 
גיא - הנואל דה Homem - כריסטו,גיום עמנואל \ גיא - הנואל \ דה Homem - כריסטו (נולד ב 8 פבואר 1974 ) הוא חבר מייסד של צמד מוסיקת האוס הצרפתי דאפט פאנק 
גיא באלארד,גיא וורן באלארד ( 28 יולי 1878 - 29 דצמבר 1939) היהמהנדס מכרות אמריקאי שהפך 
גיא בארקר, 
גיא בן נר,גיא בן נר (נולד בשנת 1969
גיא קלארק,גיא צ'ארלס קלארק ( נולד ב -6 בנובמבר 1941) הואמדינה האמריקנית טקססוהזמר עממי 
גיא דבנפורט,גיא Mattison דבנפורט ( 23 נובמבר 1927 - 4 בינואר 2005) היהסופר אמריקאי 
גיא דיוויס (מוסיקאי),גיא דייוויס (נולד 12 מאי 1952 ) הוא גיטריסט בלוז אמריקאיונגן בנג'ו 
גיא Demel,גיא רולנד Demel ( נולד ב -13 יוני 1981) הואכדורגלן מחוף שנהב שמשחקלווסטהאם כמגן . 
גיא תשכח,גיא תשכח הוא שחקן טניס צרפתי לשעבר מקצועי. 
גיא גרבר,גיא גרבר הואDJ / מפיק אלקטרוני ומוסיקאי המתמחה בביצוע מוסיקה עם סינתיסייזרים ומכשור חי בסצנת הטכנו ומעבר. 
גיא לאפיט,גיא לאפיט (12 בינואר 1927-1910 יוני 1998) היה סקסופוניסט טנור צרפתי ג'אז שנולד בסיינט גודן 
גיא לפלר,גיא דמיאן \הפרח\ / \ Le שד בלונד \ לפלר 
גיא לידל,גיא מיינרד ידל 
גאי מאדין,גאי מאדין 
גאי פירס,גיא אדוארד פירס (נולד ב 5 אוקטובר 1967 ) הוא שחקן שנולד באנגלית אוסטרליתומוסיקאי
גיא פראט,גיא פראט הואהבסיסט פגישה וגםכותב שירים 
גיא סבסטיאן, 
גיא Sigsworth,גיא Sigsworth (נולד 14 יוני 1968 ) הוא מלחין 
גיא לסיימונס,אלוף גיא גרנוויל סיימונס 
גיא וויליאמס (שחקן),גיא וויליאמס (14 בינואר 
גוון ג'ון,גוונדולין מרי ג'ון (22 ביוני 1876-1818 ספטמבר 1939) היה אמן וולשי שעבד בצרפת במשך רוב הקריירה שלה . 
גוון מקריי,גוון מקריי הוא אמריקאי R
גוון סטייסי,Gwen Stacy Maxine é um personagem de quadrinhos de ficção que aparece em livros publicados pela Marvel Comics 
גוון סטפני,גוון סטפאני רנה הואהזמרת אמריקנית
גוון ורדון,Gwenyth אוולין \ גוון \ ורדון (13 בינואר 1925 - 18 אוקטובר 2000 ) היה שחקניתורקדניתשזכתה בארבעה פרסי טוני להופעות הקומדיה המוזיקלית שלה ושימש כעוזר כוריאוגרפים קרדיט ומאמן ריקוד מיוחד עבור שניהם תיאטרון וקולנוע . 
גווין אשטון,גווין אשטון הואבלוז / גיטריסט רוקוזמרת .
גווינת דאנוודי,גווינת פטרישיה דאנוודי (נולדה פיליפס ; 12 דצמבר 1930 - 17 אפריל 2008) היה פוליטיקאי בריטי מפלגת הלייבור 
גיורגי Garics,גיורגי Garics (נולד ב 8 מרס 1984בSzombathely 
Gyrid של שוודיה,Gyrid Olafsdottir של שבדיה 
גיולה Németh ( בלשן ),גיולה Németh ( הונגרי : Gyula Németh ; 2 נובמבר 1890 - 14 דצמבר 
גיולה טות',גיולה טות' (נולד ב -30 אפריל 1941) הוא מאמן כדורגל יוגוסלווי בדימוסושחקן. 
הקטור - נרי קסטנדה,הקטור - נרי קסטנדה ( 13 דצמבר 1924 - 7 בספטמבר 
הקטור ורדס,הקטור אורטגה ורדס היא כדורגלן ספרדי שמשחקלאלצ'ה CF כמגן מרכזי.
ה Beam פייפר,הנרי Beam פייפר (23 במרס 1904 - . ג 6 נובמבר 1964 ) היה סופר המדע בדיוני אמריקאי . 
ח' Bonciu,ח' Bonciu 
ח ד Deve Gowda,Haradanahalli Doddegowda Deve Gowda ( קנאדה : ಹರದನಹಳ್ಳಿ ದೊಡ್ಡೇಗೌಡ ದೇವೇಗೌಡ 
ח' ח' קונג,K 'א.נ.ג. הסיאנג -HSI (11 בספטמבר 1881 - 16 אוגוסט 1967 ) 
ה ' ל' א ' הארט,הרברט ליונל אדולפוס הארט ( 18 יולי 1907 - 19 דצמבר 1992) היהפילוסוף משפטי משפיע של המאה 20th . 
ח ל האנט,Haroldson אפייט \ HL \ האנט
ה ' ל' מנקן, 
ה ' ראפ בראון,ג'מיל עבדאללה אל אמין 
חה Seok - Ju,חה Seok - Ju (פברואר נולד 20
הוקון השני של נורבגיה,הוקון השני Sigurdsson ( 1
חאפז אל אסד, 
חיים פרחי,חיים פרחי 
חיים גורי,חיים גורי (נולד ב 9 אוקטובר 1923 ) הואמשורר ישראלי 
חיים הזז,חיים הזז ( 16 ספטמבר 1898 - 24 מרץ 1973) היהסופר ישראלי .
חיים סבן,חיים סבן ( נולד ב -15 אוקטובר 1944) הואבעלי טלוויזיה ותקשורת ישראליים 
האג'ימה Kanzaka,האג'ימה Kanzaka הוא סופר סיפור סופר ומנגה יפני. 
האג'ימה מיזוגוצ'י,האג'ימה מיזוגוצ'י הואהצ'לןומלחין. 
האקאן Bayraktar,האקאן Bayraktar היאכדורגל תורכי קשר (כדורגל) שמשחק כעת למרסין İdmanyurdu . 
האל אשבי,ויליאם האל אשבי (2 ספטמבר 
האל ב ' ואליס,הרולד ברנט \ האל \ ואליס ( 14 ספטמבר 1898 - 5 אוקטובר 
האל בליין,האל בליין (נולד הרולד סיימון בלסקי 
האל דיוויד,הרולד ליין \ האל \ דוד ( 25 מאי 1921 - 1 בספטמבר 2012) היהפזמונאי אמריקאי. 
האל דאנקן,האל דאנקן (נולד 21 אוקטובר 1971 
האל פוסטר,הרולד פוסטר רודולף ( 18 אוגוסט 1892 - יולי 25
האל פוסטר ( מבקר אמנות ),הרולד פוס \ האל \ פוסטר (נולד 13 אוגוסט 1955 ) הואמבקר אמנות אמריקאיותוהיסטוריון. 
האל Galper,הרולד \ האל \ Galper (נולד 18 אפריל 1938 ) הואפסנתרן ג'אז
האל גריר, 
האל לינדן,האל לינדן (נולד 20 מרס 1931 ) הואשלב אמריקאי ושחקן מסך 
האל Lindes,האל אנדרו Lindes (נולד יום 30 ביוני 1953 במונטריי 
האל מור,הרולד גרגורי \ האל \ מור
האל Newhouser,הרולד \ נסיך האל \ Newhouser ( 20 מאי 1921 - 10 נובמבר 
האל רואץ',הרולד יוג'ין \ האל \ רואץ' 
האל וויליס,האל וויליס הואזמרת ארץ קנדית 
הלברט א פיין,הלברט Eleazer פיין (4 בפברואר 1826 - 14 אפריל 1905 ) היה עורך דין 
הייל בוגס,תומאס הייל בוגס
היילי בנט,היילי בנט (נולד היילי וריין קילינג ; 7 ינואר 1988 ) היא זמרתושחקנית אמריקנית.
הלינה Poświatowska,הלינה Poświatowska (נולד הלנה Myga 
Halldor Ásgrímsson,Halldor Ásgrímsson (נולד ב 8 ספטמבר 1947 ) הואפוליטיקאי איסלנדי 
הלטון ארפ,הלטון הנוצרי ארפ (aka \צ'יפ\ ) הואאסטרונום אמריקאי . 
חמד בן עיסא אל ח'ליפה,חמד בן עיסא בן סלמאן אל ח'ליפה הואהמלך של בחריין ( מאז 14 פברואר 2002) 
המילטון ג'ורדן,ויליאם המילטון McWhorter ירדן (21 בספטמבר 
חמיד Altintop,חמיד Altintop (נולד 8 דצמבר 1982 ) הוא כדורגלן מקצועי תורכי שמשחקלגלאטסראייבLig העל . 
האן Mac ט\ו,Nguyễn טרונג TRI 
האן Ryner,ז'אק Élie הנרי אמברואז נר (7 בדצמבר 1861 - 6 פבואר 1938 ) 
האן Suyin,האן Suyin ( 12 ספטמבר 1916 או 1
חנה Šromová,חנה Šromová הוא שחקן טניס נשי מקצועי מצ'כיה . 
חנה Mašková,חנה Mašková ( 26 ספטמבר 1949 - 31 מרץ 1972) היהמחליק דמות צ'כי שהתחרה על צ'כוסלובקיה. 
האנק אהרון, 
האנק היל,הנרי רתרפורד \ האנק \ היל הוא דמות בדיוניתוהגיבור הראשיבסדרת הטלוויזיה המונפשת מלךהיל. 
האנק ג'ונס,הנרי \ האנק \ ג'ונס ( 31 יולי 1918 - 16 מאי 2010) היהפסנתרן אמריקאי ג'אז
האנק שלג, 
האנק ויליאמס שלישי,Shelton האנק ויליאמס 
האנקה קופפרנאגל,האנקה קופפרנאגל הוארוכב מחזור מקצועי גרמני . 
חנה מינה,חנה מינה ( נולד ב -1924 בטקיה ) הוא סופר סורי 
חנה הוך,חנה הוך ( 1 נובמבר 1889 - 31 מאי 
חנה ואן ביורן,חנה Hoes ואן ביורן (נולדה Hoes ; 8 מרס 1783 - פבואר 5
הנלורה אלסנר,הנלורה אלסנר (נולד הנלורה Elstner ביום 26 ביולי 1942 בBurghausen 
הנלורה Schroth,הנלורה Schroth ( 10 ינואר 1922 - 7 יולי 1987 ) היה סרט גרמני 
חנס בוק,חנס בוק 
אנס פיטר ביהם,האנס פיטר בוהם ( נולד 9 ינואר 1928 בפריז ) הואכימאי גרמניוהפרוף אמריטוס בודוויג מקסימיליאן - Universität במינכן
הנס אריך ווס,הנס אריך ווס (או ווס
האנס יורגן פון בלומנטל,האנס יורגן גרף פון בלומנטל ( 23 פבואר 1907 - 13 אוקטובר 1944) הייתהאציל גרמניוקצין הצבאבמלחמת העולם השני שהוצא להורג על ידי המשטר הנאצי על תפקידיובמגרש יולי 20 להתנקש בחייו של אדולף היטלר.
האנס יואכים Buddecke,האנס יואכים Buddecke (22 אוגוסט 1890-1810 March 1918) היהאייס המעופף גרמני במלחמת העולם הראשונה
הנס קרל פרייהר פון Esebeck,האנס קארל אסמוס רנר פרייהר פון Esebeck ( 10 יולי 1892 - 5 בינואר 1955) היהגנרל הגרמני שפיקד על חטיבת שריון 15thבקורפוס אפריקה . 
האנס פיטר בריגל,האנס פיטר בריגל הוא שחקן לשעבר גרמני כדורגל ומנהל. 
Hans-Peter קריגל,Hans-Peter קריגל (1 באוקטובר 1948
Hans-Peter טשודי,Hans-Peter טשודי ( 22 אוקטובר 1913 - 30 ספטמבר 2002) היה פוליטיקאי שוויצריוחבר המועצה השוויצרית הפדרלית ( 1959-1973 ) עומד בראש המחלקה לענייני בית . 
הנס אולריך Thomale,הנס אולריך Thomale (נולד ב 6 דצמבר 1944 ) הואמשחק ניהול קבוצת כדורגל גרמני.
האנס וולטר Rix,האנס וולטר Rix הואאסטרונוםובמאי גרמני ממכון מקס פלאנק לאסטרונומיה בהיידלברג . 
הנס Aeschbacher,הנס Aeschbacher ( יום 18 בינואר 
הנס אפל,הנס אברהרד אפל (25 פברואר 1932-6 ספטמבר 2011) היה פוליטיקאי גרמניוחבר במפלגה הסוציאל הדמוקרטית של גרמניה ( SPD ) . 
הנס אפל,הנס אפל (8 יוני 1911-1927 1973 יולי) היהכדורגלן בינלאומי גרמני. 
הנס Backe,הנס \ האסה \ Backe (נולד ב 14 פברואר 1952) הואשחקן כדורגל לשעבר שוודי. 
האנס באור,הס\ס גרופנפיהרר האנס באור ( 19 יוני 1897 - 17 פברואר 1993) היה המנהיג הגרמני הנאצי הטייס של אדולף היטלר במהלך הקמפיינים הפוליטיים שלו1920sו1930s . 
האנס בליקס,האנס בליקס מרטין (נולד 28 יוני 1928 ) הואדיפלומט שוודי ופוליטיקאילליברלי מפלגת העם . 
הנס בלום,האנס לודוויג בלום 
הנס Brausewetter,הנס Brausewetter (27 במאי 1899-1829 אפריל 1945) היהשחקן קולנוע גרמני של התקופה השקטה. 
הנס קרל פרידריך פון Mangoldt,הנס קרל פרידריך פון Mangoldt (1854-1925) היה מתמטיקאי גרמני שתרם לפתרון של משפט מספרים הראשוני . 
